
          t          rx          ry          rz         omx         omy         omz         Omx         Omy         Omz         fix         fiy         fiz 
     292.200    4167.796    4580.679   -2666.748       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     292.300    4167.696    4581.112   -2666.121       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     292.400    4167.596    4581.546   -2665.493       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     292.500    4167.496    4581.980   -2664.865       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     292.600    4167.396    4582.413   -2664.237       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     292.700    4167.295    4582.847   -2663.609       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     292.800    4167.195    4583.280   -2662.981       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     292.900    4167.095    4583.714   -2662.353       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.000    4166.994    4584.147   -2661.725       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.100    4166.894    4584.581   -2661.097       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.200    4166.794    4585.014   -2660.469       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.300    4166.693    4585.447   -2659.841       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.400    4166.593    4585.880   -2659.213       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.500    4166.492    4586.313   -2658.585       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.600    4166.391    4586.746   -2657.957       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.700    4166.291    4587.179   -2657.328       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.800    4166.190    4587.612   -2656.700       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     293.900    4166.089    4588.045   -2656.072       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.000    4165.988    4588.478   -2655.444       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.100    4165.887    4588.910   -2654.815       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.200    4165.786    4589.343   -2654.187       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.300    4165.685    4589.776   -2653.558       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.400    4165.584    4590.208   -2652.930       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.500    4165.483    4590.641   -2652.301       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.600    4165.382    4591.073   -2651.673       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.700    4165.280    4591.505   -2651.044       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.800    4165.179    4591.938   -2650.416       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     294.900    4165.078    4592.370   -2649.787       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     295.000    4164.976    4592.802   -2649.158       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     295.100    4164.875    4593.234   -2648.530       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     295.200    4164.773    4593.666   -2647.901       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     295.300    4164.672    4594.098   -2647.272       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     295.400    4164.570    4594.530   -2646.643       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     295.500    4164.468    4594.962   -2646.014       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     295.600    4164.367    4595.394   -2645.385       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     295.700    4164.265    4595.826   -2644.757       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
     295.800    4164.163    4596.257   -2644.128       0.000      -0.000       0.000       0.006       0.001       0.008       0.000       0.000       0.000
